90,87,95,90,84,77,100,56,70,87
100,95,85,90,97,84,93,73,86,92
86,100,96,97,87,93,88,80,85,99
83,82,100,100,95,81,56,40,67,81
95,90,87,84,82,71,60,47,87,69
